Question,Current Answer,Proposed revised question,Proposed revised answer for Quick answer ,potential tags,Suggested changes,Content captain,"Content type (accordion, other)",Comments,Source,Page Links,Revised (Y/N),Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
Will there be a rent freeze or waiver for renters? Will evictions be allowed during the stay home order?,"Yes, there is an [order](https://www.gov.ca.gov/2020/03/16/governor-newsom-issues-executive-order-to-protect-renters-and-homeowners-during-covid-19-pandemic/) in place to halt evictions and protect renters. If you are financially impacted by COVID-19 and [can’t pay your full rent](https://bcsh.ca.gov/coronavirus19/graphic_rent.pdf), make sure to let your landlord know in writing within seven days of the rent coming due, and save documentation as proof. The order does not relieve a tenant from the obligation to pay rent, or restrict the landlord’s ability to recover rent that is due.",,,,,ashley,,,,,,https://covid19.ca.gov/housing-and-homelessness/,,[],FALSE,[],191
Can landlords delay their payments while tenants might be suffering from COVID-19 and cannot pay rent?,"Yes, there are protections in effect through May 31, 2020 for landlords. The [order](https://www.gov.ca.gov/2020/03/16/governor-newsom-issues-executive-order-to-protect-renters-and-homeowners-during-covid-19-pandemic/) requests banks and other financial institutions to halt foreclosures and related evictions during this time period. Homeowners should contact their financial institutions.",,,,,ashley,,,,,,https://covid19.ca.gov/housing-and-homelessness/,,[],FALSE,[],192
What if a provider says they have availability on MyChildCare.ca.gov but when I connect with them they have no space?,The information on [MyChildCare.ca.gov](http://mychildcare.ca.gov/) will be updated twice each week but it is possible that vacancies are filled between updates. Contact your [local child care resource and referral agency](http://rrnetwork.org/family-services/find-child-care) to find more vacancies.,What if a child care provider says they have availability on MyChildCare.ca.gov but when I connect with them they have no space?,,"child, child care, day care, babysitting",,Kayla,,,,,,https://covid19.ca.gov/childcare/,,[],FALSE,[],193
How can I find out more about the provider listed in MyChildCare.ca.gov?,"[MyChildCare.ca.gov](http://mychildcare.ca.gov/) includes each provider’s facility/license number, which can be searched at[ CDSS Community Care Licensing Database](https://www.ccld.dss.ca.gov/carefacilitysearch/) for information on inspections, complaints, and more.",How can I find out more about the child care provider listed in MyChildCare.ca.gov?,,"child, child care, day care, babysitting",,Kayla,,,,,,https://covid19.ca.gov/childcare/,,[],FALSE,[],194
How can I find help paying for child care?,"[MyChildCare.ca.gov](http://mychildcare.ca.gov/) provides information on all licensed center-based and family child care homes, including both private-pay and subsidized childcare. Children of essential workers are now eligible to enroll in subsidized Emergency Childcare, subject to capacity and eligibility requirements. Your [local child care resource and referral agency](https://rrnetwork.org/index.php?p=family-services/find-child-care) can answer more questions about child care subsidies.",,,"child, child care, day care, babysitting",,Kayla,,,,,,https://covid19.ca.gov/childcare/,,[],FALSE,[],195
When is the disaster relief assistance available?,"Individuals may begin applying on May 18, 2020. Assistance will be available until the funding is spent or until June 30, 2020, at the latest. Applicants will be considered on a first-come, first-served basis. Applicants may only apply with the nonprofit organization(s) in their county of residency.\n\n**Please note:**\n\n*   Funding is limited, and disaster relief application services and assistance are not guaranteed.\n\n*   Nonprofit organizations will not be assisting individuals before May 18. Individuals *should not* contact them ahead of time regarding disaster relief assistance.",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],370
Who is eligible for this disaster relief assistance?,"Eligible individuals must be able to provide information that they:\n\n*   Are an undocumented adult (person over the age of 18)\n\n*   Are not eligible for federal COVID-19 assistance, like the CARES Act stimulus payments or pandemic unemployment benefits, and\n\n*   Have experienced hardship as a result of COVID-19.",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],371
Can getting this assistance affect my ability to get a green card or to become a U.S. Citizen? Will receiving it make me a public charge?,"This disaster relief assistance is not means-tested and is one-time assistance. The federal government does not list this assistance as a public benefit for a public charge consideration. However, USCIS has not issued specific guidance related to this assistance.\n\nIf you have questions about your immigration status and this program, please consult an attorney. A list of free and low-cost immigration services providers is available in the [Guide for Immigrant Californians (PDF)](https://covid19.ca.gov/img/wp/listos_covid_19_immigrant_guidance_en_daf.pdf).",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],372
Is the personal information I provide to the nonprofits protected?,"Your information is only used to confirm eligibility and provide the assistance. No personal information (like name or address) will be given to any government agency. Only general information like age, gender, and preferred language will be shared with the State of California.",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],373
How do I apply?,"The California Department of Social Services (CDSS) has identified non-profit where you can apply for disaster assistance. Find the [nonprofit where you can apply in your area](https://cdss.ca.gov/inforesources/immigration/covid-19-drai).\n\nApply *no sooner than May 18, and only to the organization in your area.* They will assist you with applying, confirm your eligibility, and deliver a payment card if you are approved. Applications will be considered on a first-come, first-served basis.\n\nFunding is limited, and disaster relief application services and assistance are not guaranteed.",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],374
How many people in a household can receive this assistance?,"A maximum of two adults per household can qualify for this assistance, for a total of $1,000 per household. A household is defined as individuals who live, shop, and prepare meals together.",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],375
How do eligible individuals receive this assistance?,You will get a payment card either in person or through the mail. The organization in your area can give you more information.,,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],376
How long do I have to apply?,"Payments will be distributed beginning on May 18, 2020. They will continue until the $75 million in funding is spent, or until June 30, 2020 at the latest. We expect that this disaster relief assistance will run out very quickly. Apply as soon as you can, but not before May 18.",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],377
"If I am unable to apply for this program, are there other organizations that can help me?",Yes. The California Immigrant Resilience Fund is raising $50 million to provide cash assistance to undocumented Californians who are ineligible for other COVID-19 programs. Visit the [California Immigrant Resilience Fund](http://www.immigrantfundca.org) website to see if you can benefit from this program.,,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],378
What other government programs may I be eligible for during the COVID-19 pandemic?,"Check the [Guide for Immigrant Californians (PDF)](https://covid19.ca.gov/img/wp/listos_covid_19_immigrant_guidance_en_daf.pdf). It has information about jobs, wages, benefits, and small business and housing support.",,,,,oriel,,,,,,https://covid19.ca.gov/guide-immigrant-californians/,,[],FALSE,[],379
24-hour Domestic Violence Hotline:,"[800-799-7233](tel:800-799-7233) or click [Chat Now](https://www.thehotline.org)\n\nCall 911 if you or the person you are helping is in immediate danger.\n\nThe coronavirus (COVID-19) outbreak is changing life for all of us. You may feel anxious, stressed, worried, sad, bored, depressed, lonely or frustrated in these circumstances.\n\nYou’re not alone.\n\nThere are strategies for managing stress such as:\nBe mindful of your intake of information from news sources about the virus, and consider taking breaks from it.Maintain social contact with supportive relationships like friends, family or others, by phone, text, or internet.Treat your body kindly: eat healthy foods, avoid excessive alcohol, and exercise as you are able.Call your health care provider if your anxiety interferes with your daily activities.Learn about additional strategies to [manage your stress](https://covid19.ca.gov/manage-stress-for-health/) for health.",,,,,Kayla,,,,,,https://covid19.ca.gov/resources-for-emotional-support-and-well-being/,,[],FALSE,[],380
Hotlines if you need to talk to someone,"If you are feeling overwhelmed with sadness, depression, or anxiety, or feel like you want to harm yourself or others, you can call the National Suicide Prevention Hotline at [800-273-8255](tel:800-273-8255). \n\nThere are additional resources available if you are in crisis:\n[Disaster Distress Helpline](https://www.samhsa.gov/find-help/disaster-distress-helpline): Call [800-985-5990](tel:800-985-5990) (TTY [800-846-8517](tel:800-846-8517)) or text TalkWithUs to [66746](sms:66746) for 24/7 support.[Crisis Text Line](https://gcc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.crisistextline.org%2F&data=02%7C01%7CDonna.Ures%40dhcs.ca.gov%7Ccbb44eea98e4465e115108d7d2670e20%7C265c2dcd2a6e43aab2e826421a8c8526%7C0%7C0%7C637209212363611509&sdata=RQt5DHO0cM17FKzDR%2FEYRg3vdt%2FXFuZ4teUVQ%2FiNYaA%3D&reserved=0): Text HOME to [741741](sms:741741) for 24/7 crisis support.[California Suicide & Crisis Hotlines](https://covid19.ca.gov/img/wp/county_crisis_services_and_suicide_prev-_hotlines_4-08-2020.pdf): Find phone numbers and links to all the suicide and crisis hotlines by county in California.[California Peer-Run Warm Line](https://gcc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mentalhealthsf.org%2Fpeer-run-warmline%2F&data=02%7C01%7CJanne.Olson-Morgan%40osg.ca.gov%7C122307be91754d12e5dc08d7d984f958%7C265c2dcd2a6e43aab2e826421a8c8526%7C0%7C0%7C637217037446176650&sdata=Bq5D%2F0U3ggMeMAFiahbKyUVaVQwKrOI9cOxLP7PRJwM%3D&reserved=0): Call [855-845-7415](tel:855-845-7415) for 24/7 non-emergency support.\n\n#### Youth and Teens\n\n[California Youth Crisis Line](https://calyouth.org/cycl/)**: **Youth ages 12-24 can call or text [800-843-5200](tel:800-843-5200) or [chat online](https://m2.icarol.com/ConsumerRegistration.aspx?org=53141&pid=326&cc=en-US)[ for 24/7 crisis support.]()[TEEN LINE](https://teenlineonline.org/talk-now/): Teens can talk to another teen by texting “TEEN” to [839863](sms:839863) from 6pm – 9pm, or call [800-852-8336](tel:800-852-8336) from 6pm – 10pm.\n\n#### Veterans\n\n[Veterans Crisis Line](https://www.veteranscrisisline.net): Call[ 800-273-8255](tel:800-273-8255) and Press 1 or text [838255](sms:838255) for 24/7 support.\n\n#### First Responders and Law Enforcement\n\n[Fire/EMS** **helpline](https://www.nvfc.org/fireems-helpline/): Call [888-731-FIRE](tel:888-731-FIRE) to get 24/7 help for a variety of behavioral health issues.[COPLINE](https://www.copline.org/): Call [800-267-5463](tel:800-267-5463) to find support 24/7 for law enforcement officers.\n\n#### Older Californians \n\n[Friendship Line](https://www.ioaging.org/services/all-inclusive-health-care/friendship-line): Call [888-670-1360](tel:888-670-1360) for 24/7 support if you are 60 years or older, or an adult living with disabilities.  California Aging and Adult Information Line: Call [800-510-2020](tel:800-510-2020) for help finding local assistance. \n\n#### Deaf and Hard of Hearing Individuals\n\n[National Suicide Prevention Deaf and Hard of Hearing Hotline](https://suicidepreventionlifeline.org/help-yourself/for-deaf-hard-of-hearing/): Access 24/7 video relay service by dialing [800-273-8255](tel:800-273-8255) (TTY [800-799-4889](tel:800-799-4889)).\n\n#### Services for Substance Use Disorders\n\n[SAMHSA National Helpline](https://www.samhsa.gov/find-help/national-helpline): Call [800-662-HELP](tel:1-800-662-4357) for 24/7 information and referrals in English and Spanish. [SAMHSA Treatment Locator](https://findtreatment.samhsa.gov)**: ** Find drug or alcohol treatment programs. [Local county access lines](https://gcc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.dhcs.ca.gov%2Findividuals%2FPages%2FSUD_County_Access_Lines.aspx&data=02%7C01%7CJanne.Olson-Morgan%40osg.ca.gov%7C122307be91754d12e5dc08d7d984f958%7C265c2dcd2a6e43aab2e826421a8c8526%7C0%7C0%7C637217037446186621&sdata=5sx4UdIlVkRL%2BEJR7FrpK0gYAn20yE71TyBDFIw1kJM%3D&reserved=0): Find your local number for help seeking substance use disorder services.\n\n#### LGBTQ Individuals\n\n[Trevor Project](https://www.thetrevorproject.org): Call [866-488-7386](tel:866-488-7386) or text START to [678678](sms:678678) for 24/7 information and suicide prevention resources for LGBTQ youth.[Lesbian, Gay, Bisexual and Transgender National Hotline](https://www.glbthotline.org/hotline.html): Call [800-273-8255](tel:800-273-8255) from 1pm – 9pm for support, information or help finding resources.[Victims of Crime Resource Center](https://1800victims.org/): Call or text [800-842-8467](tel:800-842-8467) or [chat online](https://1800victims.org/) for information about LGTBQ rights, legal protections, and local resources.",,,,,Kayla,,,,,,https://covid19.ca.gov/resources-for-emotional-support-and-well-being/,,[],FALSE,[],381
Find behavioral and mental health services,"If you have **Medi-Cal** and are in need of mental health services, call the number on your health plan membership card, or call your [local county mental health line](https://gcc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.dhcs.ca.gov%2Findividuals%2FPages%2FMHPContactList.aspx&data=02%7C01%7CJanne.Olson-Morgan%40osg.ca.gov%7C122307be91754d12e5dc08d7d984f958%7C265c2dcd2a6e43aab2e826421a8c8526%7C0%7C0%7C637217037446186621&sdata=mjxnoz%2Fzow8IlNWcxbFu%2FE7oJVLJQ9nswbDPCCg3mGQ%3D&reserved=0). For help finding what services are covered, call the [Medi-Cal Managed Care and Mental Health Office of the Ombudsman](https://gcc01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.dhcs.ca.gov%2Fservices%2FMH%2FPages%2Fmh-ombudsman.aspx&data=02%7C01%7CDonna.Ures%40dhcs.ca.gov%7Ccbb44eea98e4465e115108d7d2670e20%7C265c2dcd2a6e43aab2e826421a8c8526%7C0%7C0%7C637209212363631420&sdata=X3lfVEQUz6Sg69xxfgRxPmzBVePA1ek0pGA8yuz7jYg%3D&reserved=0) at[ 888-452-8609](tel:1-888-452-8609) Monday through Friday from 8am – 5pm.\n\nIf you have a health plan through your **employer or purchase your own** health insurance, and are in need of mental health services, call the number on your health plan membership card.\n\nIf you feel like you are coping with your stress by drinking or taking drugs, there is help available from the [substance use disorder programs in your county](https://www.dhcs.ca.gov/individuals/Pages/SUD_County_Access_Lines.aspx) or call the national treatment locator at [800-662-HELP](tel:800-662-4357).\n\nCall the [California’s Aging and Adult Information local service line](https://www.aging.ca.gov/Find_Services_in_My_County/#tblServicesInMyCounty) at [800-510-2020](tel:1-800-510-2020) for help finding information and assistance in your area.",,,,,Kayla,,,,,,https://covid19.ca.gov/resources-for-emotional-support-and-well-being/,,[],FALSE,[],382
If you feel unsafe,"Partner abuse is never okay and there are people standing by to help, especially during this health crisis. If you can, call the National Domestic Violence Hotline at [800-799-SAFE](tel:800-799-7233) or text LOVEIS to [22522](sms:22522) for 24/7 help in English or Spanish. If you can’t call, visit [TheHotline.org](http://www.thehotline.org/) to learn how to create a safety plan or get immediate help with the 24/7 “Chat Now” feature. \n\nCall or text the [Victims of Crime Resource Center](https://1800victims.org) at [800-VICTIMS](tel:800-842-8467) line for information on victim services programs in California.\n\nVisit the [California Victims Compensation Board website](https://victims.ca.gov/) to find information on county victim service providers in California.\n\nThere are additional resources available:\n[California Partnership to End Domestic Violence](https://www.cpedv.org/domestic-violence-organizations-california): Call [1-916-444-7163 ](tel:916-444-7163)Monday through Friday from 8:30am – 5:30pm for assistance finding local programs.[Safety planning guide:](https://sanctuaryforfamilies.org/wp-content/uploads/2020/03/Safety-Plan-Flyer.pdf) Use this guide to help with safety planning if you are a survivor of intimate partner violence.Domestic Violence Service Providers list: [Find information about programs across the state](https://covid19.ca.gov/img/wp/domestic-violence-service-providers-list.pdf).[Sexual Assault and Human Trafficking Victim Service Provider List](https://covid19.ca.gov/img/wp/sexual-assault-human-trafficking-service-providers.pdf): Use this list to find local resources if you are a victim of sexual assault or human trafficking.",,,,,Kayla,,,,,,https://covid19.ca.gov/resources-for-emotional-support-and-well-being/,,[],FALSE,[],383
Protecting children from abuse & neglect,"Community members play an important role in protecting children from abuse and neglect. If you are worried about the health or safety of a child, call the[ local CPS hotline](https://www.cdss.ca.gov/reporting/report-abuse/child-protective-services/report-child-abuse) for the county where the child lives or find a [local child abuse youth victim service provider](https://covid19.ca.gov/img/wp/child-abuse-homeless-youth-service-providers.pdf).\n\nYou can call or text the [Childhelp National Child Abuse Hotline](https://www.childhelp.org/childhelp-hotline/) 24/7 at [800-4-A-CHILD ](tel: 1-800-422-4453)to speak with a professional crisis counselor who can provide assistance in over 170 languages.\n\nYou may also be able to help children and youth who have been abused or neglected by stepping up to serve as a foster caregiver.  Please contact your local county’s [Social Service or Human Service department](https://www.cdss.ca.gov/inforesources/foster-care-and-adoptive-resource/county-recruitment-and-training), or call the toll-free line at [800-KIDS-4-US](tel: 1-800-543-7487).",,,,,Kayla,,,,,,https://covid19.ca.gov/resources-for-emotional-support-and-well-being/,,[],FALSE,[],384
Family Support - Helping others,"If you are concerned about a family in need of food or assistance, or you need resources yourself, call [211](tel:211), contact your local non-profit [Family Resource Center](http://www.frcnca.org/frcnca-directory/), or apply for public benefits, which may include health care, cash aid, and food and nutrition assistance, through your county’s [Social Services or Health and Human Services department](http://www.benefitscal.org/).\n\nYou can call the [California Parent & Youth Helpline](https://caparentyouthhelpline.org/) at [855-427-2736](tel: 1-855-427-2736) Monday – Sunday from 8:00am – 8:00pm to get emotional support from a trained Parent Advocate.\n\n[NAMI California](https://namica.org) has resources for family members supporting loved ones with mental health conditions. You can call their HelpLine at [800-950-NAMI](tel:800-950-6264) to get information, resource referrals and support from 7:00am – 3:00pm or email [info@namica.org](mailto:info@namica.org).\n\nCaregivers can find [resources at the Department of Aging website](https://www.aging.ca.gov/covid19/Family_and_Friends_Caregiver_Resources/), including guidelines to protect the health and safety of both you and your loved one from COVID-19.",,,,,Kayla,,,,,,https://covid19.ca.gov/resources-for-emotional-support-and-well-being/,,[],FALSE,[],385
County Adult Protective Services,"Adult Protective Services: Call [833-401-0832](tel:833-401-0832) 24/7 for concerns about adult abuse, neglect, or exploitation.\n[Department of Public Health](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx)",,,,,Kayla,,,,,,https://covid19.ca.gov/resources-for-emotional-support-and-well-being/,,[],FALSE,[],386
How does California Connected work?,"*Download [How Does Contact Tracing Work? (PDF)](https://covid19.ca.gov/img/wp/californiaconnected_infographic_english_05192020-1.pdf)*\n\nIf you test positive for COVID-19:\n\n*   You will have access to COVID-19 related treatment, regardless of your income, health insurance, or immigration status.\n\n*   You should quarantine or separate yourself from others as best you can to keep from spreading the disease. \n\n*   Your local public health department will ask you basic questions, like your name and age, as well as places you’ve been and the people you’ve spent time with recently.\n\n*   Those people will be contacted and told they may have been exposed to COVID-19. Anyone you’ve been in close contact with can also access help.\n\n*   Your personal information is confidential and will not be shared. The public health department will not ask about your immigration status.\n\nThe local public health department will make sure your symptoms are not worsening and help point you to needed support or services. \n\nIf you are exposed to COVID-19:\n\n*   You’ll get a call, text or email from your local public health department to let you know someone you have been in contact with has tested positive for COVID-19.\n\n*   They will not share information about who may have exposed you – this information is confidential and cannot be shared.  \n\n*   They will help you understand your infection risk and advise you on how to prevent further spread, in case you also test positive.\n\n*   They will stay in touch to see if you develop symptoms.\n\n*   You’ll be connected to free, confidential testing, regardless of income, health insurance, or immigration status, and, if needed, will be asked to quarantine yourself to protect others around you.\n\n*    They may ask questions about the places you’ve been and the people you’ve spent time with recently.\n\n*   Your personal information is confidential and will not be shared. The public health department will not ask about your immigration status.\n\nIt’s important to answer a call from your local public health department.\n\nTogether, we can prevent the spread and keep our communities healthy and on the path to re-opening.",,,,,Peggy,,,,,,https://covid19.ca.gov/contact-tracing/,,[],FALSE,[],387
Is the information I provide confidential?,"Your identity and health information is always kept private. It will not be shared with anyone who may have been exposed. You will not be asked about your immigration status during testing, care or follow up calls from your public health department. You will also never be asked for your social security number or payment, financial or banking information. \n\nIn addition, all information is kept confidential and protected by California’s strict privacy laws. All data is maintained with strict privacy and security storage standards. The data is only collected and stored for use by local and state public health departments.",,,,,Peggy,,,,,,https://covid19.ca.gov/contact-tracing/,,[],FALSE,[],388
Why it’s important to answer the phone call,"The sooner the public health department can reach you, the sooner advice, testing, and support can be provided.\n\nFor people who are experiencing symptoms, testing can be arranged quickly. The health department will support individuals who need to self-quarantine by linking them to available services.\n\n## Questions and answers",,,,,Peggy,,,,,,https://covid19.ca.gov/contact-tracing/,,[],FALSE,[],389
Stay informed,*   Contact your [local health department](https://covid19.ca.gov/state-local-resources/#top)\n\n*   Check your [symptoms](https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html),,,,,Peggy,,,,,,https://covid19.ca.gov/contact-tracing/,,[],FALSE,[],390
Is in-language assistance available?,Your local health department will provide translation support in many different languages to help with communication.,,,,,Peggy,,,,,,https://covid19.ca.gov/contact-tracing/,,[],FALSE,[],391
Who should get tested?,Testing is recommended for close contacts of individuals who have or are suspected of having COVID-19 and people who are exhibiting symptoms. See the [testing page for details](https://covid19.ca.gov/testing-and-treatment/#top).,,,,,Peggy,,,,,,https://covid19.ca.gov/contact-tracing/,,[],FALSE,[],392
How do I find a testing location?,"To learn more about testing and care, visit the [testing webpage](https://covid19.ca.gov/testing-and-treatment/). You can also search for testing locations using your zip code. \n\n**Tips to protect others around you:**\n\nIf you are confirmed to have COVID-19, it is important to quarantine yourself from others, so they do not get sick. It will be recommended that you stay in a separate room and use a separate bathroom if possible. It’s important to disinfect frequently touched surfaces and items to prevent spreading the virus. \n\nPeople you live with are considered close contacts and will be recommended to get tested. \n\n**How to find supportive resources:** \n\nYour local public health department can connect you to testing, medical care and additional supportive resources. Depending on resources, your local public health department may be able to find options for you to live in a place outside your home to assist you in safely recovering during self-isolation.\n\nIn addition, you can find resources for you and your family on this website. Resources for immigrant Californians can also be found on the [Guide for Immigrant Californians](https://covid19.ca.gov/img/wp/listos_covid_19_immigrant_guidance_en_daf.pdf). \n\nYou can find childcare support by visiting [MyChildCare.ca.gov](http://mychildcare.ca.gov/) for information on all licensed center-based and family child care homes, including both private-pay and subsidized childcare. Children of essential workers are eligible to enroll in subsidized Emergency Childcare, subject to capacity and eligibility requirements. Your[ local child care resource and referral agency](https://rrnetwork.org/index.php?p=family-services/find-child-care) can answer more questions about child care subsidies.",,,,,Peggy,,,,,,https://covid19.ca.gov/contact-tracing/,,[],FALSE,[],393
County criteria to move further into Stage 2:,#### **County case metrics**,,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],394
Track your county’s data,"<a href=""#""><img alt="" "" src=""https://public.tableau.com/static/images/CO/COVID-19CountyProfile3/CountyLevelCombined/1_rss.png"" style=""border: none""></a>",,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],395
County-by-county guidance,"These sectors may be open in counties that have received state approval, but are **not permitted** to open statewide.\n\n####  Dine-in restaurants\n\nThis [guidance for Dine-in restaurants](https://covid19.ca.gov/pdf/guidance-dine-in-restaurants.pdf) provides guidelines to create a safer environment for workers.Review the guidance, prepare a plan, and post the [checklist for dine-in restaurants](https://covid19.ca.gov/pdf/checklist-dine-in-restaurants.pdf) in your workplace to show customers and employees that you’ve reduced the risk and are open for business.\n\n####  Hair salons and barbershops\n\nThis [guidance for hair salons and barbershops](https://covid19.ca.gov/pdf/guidance-hair-salons.pdf) provides guidelines to create a safer environment for workers.",,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],396
Stable or down trending hospitalizations,Stable hospitalizations of COVID individuals on a 7-day average of daily percent change of less than 5% **OR** no more than 20 COVID hospitalizations on any single day in the past 14 days,,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],397
Cases per population count and test positivity rate,"Less than 25 new cases per 100,000 residents in the past 14 days **OR **less than 8% testing positive in the past 7 days\n\n#### **County preparedness**",,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],398
Testing capacity - County criteria to move further into Stage 2:,"Minimum daily testing volume to test 1.5 per 1,000 residents, which can be met through a combination of testing of symptomatic individuals and targeted surveillance.  The county’s average daily testing volume for the past week must be provided.  If the county does not believe a testing volume of 1.5 per 1,000 residents is merited, justification must be provided. Testing availability for at least 75% of residents, as measured by a specimen collection site (including established health care providers) within 30 minutes driving time in urban areas, and 60 minutes in rural areas.",,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],399
Contact tracing - County criteria to move further into Stage 2:,"Sufficient contact tracing so public health staff work can work with a patient to help them recall everyone with whom they have had close contact during the timeframe while they may have been infectious.  For counties that have no cases, there should be at least 15 staff per 100,000 county population trained and available for contact tracing; for counties with small populations, there must be at least one staff person trained and available.",,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],400
Hospital surge - County criteria to move further into Stage 2:,County (or regional) hospital capacity to accommodate a minimum surge of 35% due to COVID-19 cases in addition to providing usual care for non-COVID-19 patients.,,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],401
SNF disease outbreak prevention and containment,"Must have plans to prevent and mitigate infections in skilled nursing facilitiesSkilled nursing facilities (SNF) have more than a 14 day supply of PPE on hand for staff, with an established process for ongoing procurement from non-state supply chains.  \n\n#### **County response**\n\nCounties must produce plans for the following related to county-wide containment:\nAvailability of temporary housing units to shelter at least 15% of county residents experiencing homelessness in case of an outbreak among this population requiring isolation and quarantine of affected individuals. The county’s plans to support individuals, including those experiencing homelessness, who are not able to properly isolate in a home setting by providing them with temporary housing (including access to a private bathroom), for the duration of the necessary isolation or quarantine period must be described.County (or regional) hospital facilities have a robust plan to protect the hospital workforce, both clinical and nonclinical, with PPE.  Guidance for employers and essential critical infrastructure workplaces on how to structure the physical environment to protect essential workers.  Availability of supplies (disinfectant, essential protective gear) to protect essential workers. Each county must provide details on their plans to move further into Stage 2 including which sectors and spaces will be opened, in what sequence, on what timeline.  Please specifically indicate where the plan differs from the state’s order.  Please note that this variance should not include sectors that are part of Stage 3.County metrics that would serve as triggers for either slowing the pace through Stage 2 or tightening modifications, including the frequency of measurement, the specific actions triggered by metric changes must be described, and how the county will inform the state of emerging concerns and how it will implement early containment measures. The county must provide details on the plan to move through opening sectors and spaces that are part of the State’s plan for Stage 2. A reminder, that this variance only covers those areas that are part of Stage 2, up to, but not including Stage 3. \n\nLearn more [information on county variance criteria ](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/County_Variance_Attestation_Form.aspx)and to how to apply.",,,,,ashley,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],402
The following are not open,"The following sectors, businesses, establishments, or activities are **not permitted** to operate in the State of California at this time:\nPersonal services such as nail salons, tattoo parlors, gyms and fitness studiosHospitality services, such as bars, wineries, tasting rooms and loungesEntertainment venues, such as movie theaters, gaming, gambling, arcade venues, pro sports, indoor museums, gallery spaces, and zoosCommunity centers, public pools, playgrounds, and picnic areasCultural ceremoniesNightclubsConcert venuesLive audience sportsFestivalsTheme parksHotels/lodging for leisure and tourismTo hear the latest in your area and find out more on your [county website](https://covid19.ca.gov/state-local-resources/) :[ Sign up for county alerts](https://covid19.ca.gov/sign-up-for-county-alerts/)[Department of Public Health](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx)",,,,,,,,,,,https://covid19.ca.gov/roadmap-counties/,,[],FALSE,[],403
How to get tested,"**California is expanding coronavirus testing capacity daily.** Governor Newsom announced [COVID-19 Testing Task Force](https://testing.covid19.ca.gov/), a public-private collaboration that is working to scale up testing quickly.",N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],404
Find a testing location,[See the map](https://arcgis.com/apps/Nearby/index.html?appid=43118dc0d5d348d8ab20a81967a15401),N/A - This is not a Q/A or accordian at website,N/A - This is not a Q/A or accordian at website,,,Karim,,,,,,https://covid19.ca.gov/testing-and-treatment/,,[],FALSE,[],405
